attack,cost,dbfId,health,id,name,type,mechanics/0,race,,,,,,,,,,,,,,,
3,7,48142,8,BOT_237,Beryllium Nullifier,MINION,CANT_BE_TARGETED_BY_SPELLS,MECHANICAL,,,,,,,,,,,,,,,
,,48698,,BOT_237e,Beryllium Nullifier,ENCHANTMENT,CANT_BE_TARGETED_BY_SPELLS,,,,,,,,,,,,,,,,
,7,48146,30,BOT_238,"Dr. Boom, Mad Genius",HERO,BATTLECRY,,,,,,,,,,,,,,,,
,,49590,,BOT_238e,Boomtastic,ENCHANTMENT,AURA,,,,,,,,,,,,,,,,
,,49591,,BOT_238e2,Boomtastic,ENCHANTMENT,RUSH,,,,,,,,,,,,,,,,
,2,48145,,BOT_238p,Big Red Button,HERO_POWER,,,,,,,,,,,,,,,,,
,2,49364,,BOT_238p1,Zap Cannon,HERO_POWER,,,,,,,,,,,,,,,,,
,2,49365,,BOT_238p2,Blast Shield,HERO_POWER,,,,,,,,,,,,,,,,,
,2,49366,,BOT_238p3,KABOOM!,HERO_POWER,,,,,,,,,,,,,,,,,
,2,49367,,BOT_238p4,Delivery Drone,HERO_POWER,,,,,,,,,,,,,,,,,
,2,49370,,BOT_238p6,Micro-Squad,HERO_POWER,,,,,,,,,,,,,,,,,
,5,48487,,BOT_242,Myra's Unstable Element,SPELL,,,,,,,,,,,,,,,,,
4,5,48159,2,BOT_243,Myra Rotspring,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,49384,,BOT_243e,Necroalchemy,ENCHANTMENT,,,,,,,,,,,,,,,,,
,7,48161,,BOT_245,The Storm Bringer,SPELL,,,,,,,,,,,,,,,,,
,0,48798,,BOT_246,Beakered Lightning,SPELL,OVERLOAD,,,,,,,,,,,,,,,,
2,3,48185,2,BOT_251,Spider Bomb,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
,,48184,,BOT_251e,Spider Bomb,ENCHANTMENT,MODULAR,,,,,,,,,,,,,,,,
,4,48803,,BOT_254,Unexpected Results,SPELL,,,,,,,,,,,,,,,,,
5,7,48195,5,BOT_256,Astromancer,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,7,48198,,BOT_257,Luna's Pocket Galaxy,SPELL,,,,,,,,,,,,,,,,,
,,48197,,BOT_257e,Starstruck,ENCHANTMENT,,,,,,,,,,,,,,,,,
5,6,48203,5,BOT_258,"Zerek, Master Cloner",MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
,,48202,,BOT_258e,Cloning Vector,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,48211,,BOT_263,Soul Infusion,SPELL,,,,,,,,,,,,,,,,,
,,48210,,BOT_263e,Infused,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,4,48223,3,BOT_267,Piloted Reaper,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
2,5,48226,1,BOT_270,Giggling Inventor,MINION,BATTLECRY,,,,,,,,,,,,,,,,
1,2,50253,2,BOT_270t,Annoy-o-Tron,MINION,DIVINE_SHIELD,MECHANICAL,,,,,,,,,,,,,,,
3,5,48415,3,BOT_280,Holomancer,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,50759,,BOT_280e,Hologram,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,2,48471,1,BOT_283,Pogo-Hopper,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
,,48470,,BOT_283e,Kinetic Energy,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,3,48478,,BOT_286,Necrium Blade,WEAPON,DEATHRATTLE,,,,,,,,,,,,,,,,
3,2,48480,2,BOT_288,Lab Recruiter,MINION,BATTLECRY,,,,,,,,,,,,,,,,
3,4,48490,4,BOT_291,Storm Chaser,MINION,BATTLECRY,ELEMENTAL,,,,,,,,,,,,,,,
2,4,48508,6,BOT_296,Omega Defender,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,48507,,BOT_296e,Omega Surge,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,48515,,BOT_299,Omega Assembly,SPELL,DISCOVER,,,,,,,,,,,,,,,,
2,3,48505,1,BOT_308,Spring Rocket,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
1,2,48529,5,BOT_309,Upgradeable Framebot,MINION,,MECHANICAL,,,,,,,,,,,,,,,
3,4,48536,1,BOT_312,Replicating Menace,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
,,48546,,BOT_312e,Replicating Menace,ENCHANTMENT,MODULAR,,,,,,,,,,,,,,,,
1,1,48842,1,BOT_312t,Microbot,MINION,,MECHANICAL,,,,,,,,,,,,,,,
4,4,48518,3,BOT_401,Weaponized Piñata,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
,1,48519,,BOT_402,Secret Plan,SPELL,,,,,,,,,,,,,,,,,
,4,48524,,BOT_404,Juicy Psychmelon,SPELL,,,,,,,,,,,,,,,,,
1,5,48526,,BOT_406,Supercollider,WEAPON,FINISH_ATTACK_SPELL_ON_DAMAGE,,,,,,,,,,,,,,,,
3,4,48527,5,BOT_407,Thunderhead,MINION,TRIGGER_VISUAL,ELEMENTAL,,,,,,,,,,,,,,,
3,3,48537,3,BOT_411,Electra Stormsurge,MINION,BATTLECRY,ELEMENTAL,,,,,,,,,,,,,,,
,,49104,,BOT_411e,Electric,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
,,52791,,BOT_411e2,Electricking,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
3,3,48544,1,BOT_413,Brainstormer,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,48545,,BOT_413e,Brain Power,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,2,48566,2,BOT_414,Cloakscale Chemist,MINION,DIVINE_SHIELD,,,,,,,,,,,,,,,,
2,2,49621,3,BOT_419,Dendrologist,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,3,48607,,BOT_420,Landscaping,SPELL,,,,,,,,,,,,,,,,,
3,6,48609,4,BOT_422,Tending Tauren,MINION,CHOOSE_ONE,,,,,,,,,,,,,,,,
,0,49619,,BOT_422a,Old Growth,SPELL,,,,,,,,,,,,,,,,,
,,49189,,BOT_422ae,Old Growth,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,49618,,BOT_422b,New Growth,SPELL,,,,,,,,,,,,,,,,,
4,7,48612,4,BOT_423,Dreampetal Florist,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,48807,,BOT_423e,Floral Arrangement,ENCHANTMENT,,,,,,,,,,,,,,,,,
10,10,48625,10,BOT_424,Mecha'thun,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
,8,48670,,BOT_429,Flark's Boom-Zooka,SPELL,,,,,,,,,,,,,,,,,
2,2,48700,1,BOT_431,Whirliglider,MINION,BATTLECRY,,,,,,,,,,,,,,,,
5,8,48717,5,BOT_433,Dr. Morrigan,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
3,4,48757,4,BOT_434,Flobbidinous Floop,MINION,,,,,,,,,,,,,,,,,
,,48755,,BOT_434e,Floopy,ENCHANTMENT,,,,,,,,,,,,,,,,,
,,48756,,BOT_434e2,Floopy,ENCHANTMENT,,,,,,,,,,,,,,,,,
,2,48759,,BOT_435,Cloning Device,SPELL,,,,,,,,,,,,,,,,,
,4,48764,,BOT_436,Prismatic Lens,SPELL,,,,,,,,,,,,,,,,,
,,48762,,BOT_436e,Swapped Cost,ENCHANTMENT,,,,,,,,,,,,,,,,,
,2,48770,,BOT_437,Goblin Prank,SPELL,,,,,,,,,,,,,,,,,
,,48769,,BOT_437e,Slimed,ENCHANTMENT,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,2,48772,,BOT_438,Cybertech Chip,SPELL,,,,,,,,,,,,,,,,,
,,48771,,BOT_438e,Chipped,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,2,48835,2,BOT_443,Void Analyst,MINION,DEATHRATTLE,DEMON,,,,,,,,,,,,,,,
,,48834,,BOT_443e,Well-Studied,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,48837,,BOT_444,Floop's Glorious Gloop,SPELL,,,,,,,,,,,,,,,,,
,,48836,,BOT_444e,Gloopy,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
1,1,48886,1,BOT_445,Mecharoo,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
1,1,48885,1,BOT_445t,Jo-E Bot,MINION,,MECHANICAL,,,,,,,,,,,,,,,
1,1,49018,3,BOT_447,Crystallizer,MINION,BATTLECRY,,,,,,,,,,,,,,,,
5,6,49019,12,BOT_448,Damaged Stegotron,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
,1,49052,,BOT_451,Voltaic Burst,SPELL,OVERLOAD,,,,,,,,,,,,,,,,
,1,49081,,BOT_453,Shooting Star,SPELL,,,,,,,,,,,,,,,,,
4,8,48744,4,BOT_507,Gloop Sprayer,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,5,48748,,BOT_508,Necrium Vial,SPELL,,,,,,,,,,,,,,,,,
2,2,48929,1,BOT_509,Dead Ringer,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
5,5,48753,5,BOT_511,Seaforium Bomber,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,5,48752,,BOT_511t,Bomb,SPELL,TOPDECK,,,,,,,,,,,,,,,,
,0,48976,,BOT_517,Topsy Turvy,SPELL,,,,,,,,,,,,,,,,,
,,53063,,BOT_517e,Downside Up,ENCHANTMENT,,,,,,,,,,,,,,,,,
,6,48823,,BOT_521,Ectomancy,SPELL,,,,,,,,,,,,,,,,,
8,10,48831,8,BOT_523,Mulchmuncher,MINION,RUSH,MECHANICAL,,,,,,,,,,,,,,,
,5,49013,,BOT_529,Power Word: Replicate,SPELL,,,,,,,,,,,,,,,,,
,,49012,,BOT_529e,Replicated,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,2,49263,1,BOT_531,Celestial Emissary,MINION,BATTLECRY,ELEMENTAL,,,,,,,,,,,,,,,
,,49192,,BOT_531e,Celestial Power,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
,,52826,,BOT_531e2,Celestial Power,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
3,4,49161,2,BOT_532,Explodinator,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
2,2,49162,2,BOT_533,Menacing Nimbus,MINION,BATTLECRY,ELEMENTAL,,,,,,,,,,,,,,,
9,9,49163,7,BOT_534,Bull Dozer,MINION,DIVINE_SHIELD,MECHANICAL,,,,,,,,,,,,,,,
2,3,49164,1,BOT_535,Microtech Controller,MINION,BATTLECRY,,,,,,,,,,,,,,,,
4,5,49167,5,BOT_536,Omega Agent,MINION,BATTLECRY,,,,,,,,,,,,,,,,
0,5,49169,5,BOT_537,Mechano-Egg,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
8,8,49168,8,BOT_537t,Robosaur,MINION,,MECHANICAL,,,,,,,,,,,,,,,
2,2,49170,1,BOT_538,Spark Engine,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
3,6,49171,4,BOT_539,Arcane Dynamo,MINION,BATTLECRY,,,,,,,,,,,,,,,,
3,5,49172,3,BOT_540,E.M.P. Operative,MINION,BATTLECRY,,,,,,,,,,,,,,,,
2,2,49175,3,BOT_543,Omega Mind,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,50538,,BOT_543e,Mind Meld,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
6,5,49176,6,BOT_544,Loose Specimen,MINION,BATTLECRY,BEAST,,,,,,,,,,,,,,,
3,5,49184,2,BOT_548,Zilliax,MINION,DIVINE_SHIELD,MECHANICAL,,,,,,,,,,,,,,,
,,49183,,BOT_548e,Zilliax,ENCHANTMENT,MODULAR,,,,,,,,,,,,,,,,
3,3,49188,3,BOT_550,Electrowright,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,52125,,BOT_550e,Electrified,ENCHANTMENT,,,,,,,,,,,,,,,,,
7,7,49195,7,BOT_552,Star Aligner,MINION,BATTLECRY,,,,,,,,,,,,,,,,
5,4,49201,6,BOT_555,Harbinger Celestia,MINION,STEALTH,,,,,,,,,,,,,,,,
0,1,49265,2,BOT_558,Test Subject,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
,,49546,,BOT_558e,Stored Data,ENCHANTMENT,,,,,,,,,,,,,,,,,
3,3,49269,4,BOT_559,Augmented Elekk,MINION,TRIGGER_VISUAL,BEAST,,,,,,,,,,,,,,,
,,49267,,BOT_559e,Dealing,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,4,49233,4,BOT_562,Coppertail Imposter,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
,,51125,,BOT_562e,Disguised,ENCHANTMENT,,,,,,,,,,,,,,,,,
5,5,49356,5,BOT_563,Wargear,MINION,MODULAR,MECHANICAL,,,,,,,,,,,,,,,
,,49355,,BOT_563e,Wargear,ENCHANTMENT,MODULAR,,,,,,,,,,,,,,,,
2,4,49361,4,BOT_565,Blightnozzle Crawler,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
1,1,49360,1,BOT_565t,Radioactive Ooze,MINION,POISONOUS,,,,,,,,,,,,,,,,
4,5,49416,6,BOT_566,Reckless Experimenter,MINION,AURA,,,,,,,,,,,,,,,,
,,52688,,BOT_566e,Reckless Experiment,ENCHANTMENT,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
,,52784,,BOT_566e2,Reckless Experiment,ENCHANTMENT,,,,,,,,,,,,,,,,,
,9,49421,,BOT_567,Zerek's Cloning Gallery,SPELL,,,,,,,,,,,,,,,,,
,,48621,,BOT_567e,Cloned,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,49423,,BOT_568,The Soularium,SPELL,,,,,,,,,,,,,,,,,
,,49437,,BOT_568e,Fleeting Soul,ENCHANTMENT,,,,,,,,,,,,,,,,,
4,5,49447,4,BOT_573,Subject 9,MINION,BATTLECRY,BEAST,,,,,,,,,,,,,,,
4,5,49494,4,BOT_576,Crazed Chemist,MINION,COMBO,,,,,,,,,,,,,,,,
,,50551,,BOT_576e,Overcharged,ENCHANTMENT,,,,,,,,,,,,,,,,,
,2,48692,,BOT_600,Research Project,SPELL,,,,,,,,,,,,,,,,,
3,6,48693,3,BOT_601,Meteorologist,MINION,BATTLECRY,,,,,,,,,,,,,,,,
5,4,48890,1,BOT_603,Steel Rager,MINION,RUSH,MECHANICAL,,,,,,,,,,,,,,,
4,4,49045,3,BOT_604,Cosmic Anomaly,MINION,SPELLPOWER,ELEMENTAL,,,,,,,,,,,,,,,
2,3,49279,2,BOT_606,Kaboom Bot,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
1,1,48982,3,BOT_906,Glow-Tron,MINION,MODULAR,MECHANICAL,,,,,,,,,,,,,,,
,,48979,,BOT_906e,Glow-Tron,ENCHANTMENT,MODULAR,,,,,,,,,,,,,,,,
1,2,48983,2,BOT_907,Galvanizer,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
,,51016,,BOT_907e,Galvanized,ENCHANTMENT,,,,,,,,,,,,,,,,,
,1,48984,,BOT_908,Autodefense Matrix,SPELL,SECRET,,,,,,,,,,,,,,,,
,2,48985,,BOT_909,Crystology,SPELL,,,,,,,,,,,,,,,,,
3,6,48989,4,BOT_910,Glowstone Technician,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,,48986,,BOT_910e,Light Infused,ENCHANTMENT,,,,,,,,,,,,,,,,,
2,4,48993,4,BOT_911,Annoy-o-Module,MINION,DIVINE_SHIELD,MECHANICAL,,,,,,,,,,,,,,,
,,49003,,BOT_911e,Annoy-o-Module,ENCHANTMENT,MODULAR,,,,,,,,,,,,,,,,
,7,49009,,BOT_912,Kangor's Endless Army,SPELL,,,,,,,,,,,,,,,,,
,2,50432,,BOT_913,Demonic Project,SPELL,,,,,,,,,,,,,,,,,
4,4,50477,5,BOT_914,Whizbang the Wonderful,MINION,,,,,,,,,,,,,,,,,
,,51391,30,BOT_914h,Whizbang the Wonderful,HERO,,,,,,,,,,,,,,,,,
0,5,50039,10,BOTA_101,Spud M.E.,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
,0,51140,,BOTA_102,Battery Pack,SPELL,,,,,,,,,,,,,,,,,
1,2,50848,2,BOTA_200,Undercover Reporter,MINION,BATTLECRY,,,,,,,,,,,,,,,,
,3,50851,,BOTA_202,Uplink,SPELL,,,,,,,,,,,,,,,,,
,0,50852,,BOTA_203,Breakout,SPELL,,,,,,,,,,,,,,,,,
,,50853,,BOTA_203e,FREEDOM!,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,50858,,BOTA_207,The Swap,SPELL,,,,,,,,,,,,,,,,,
,8,50859,,BOTA_208,Demonic Research,SPELL,,,,,,,,,,,,,,,,,
,,50860,,BOTA_208e,Demonic Research Player Enchant,ENCHANTMENT,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,
5,3,50880,2,BOTA_210,Galvanized Golem,MINION,AURA,,,,,,,,,,,,,,,,
2,3,50881,3,BOTA_211,Super Soldier,MINION,TRIGGER_VISUAL,,,,,,,,,,,,,,,,
3,3,50882,3,BOTA_212,Cure-All,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
4,4,50885,8,BOTA_214,Turret Sentinel,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
1,1,51563,2,BOTA_223,Gelbin's Coil,MINION,TRIGGER_VISUAL,MECHANICAL,,,,,,,,,,,,,,,
0,10,51472,10,BOTA_229,Boom-in-a-Box,MINION,DEATHRATTLE,,,,,,,,,,,,,,,,
1,3,51481,1,BOTA_231,Incubator,MINION,BATTLECRY,MECHANICAL,,,,,,,,,,,,,,,
,,51490,,BOTA_231e,Incubating,ENCHANTMENT,,,,,,,,,,,,,,,,,
,0,50993,,BOTA_232,Cosmic Projection,SPELL,,,,,,,,,,,,,,,,,
,3,50995,,BOTA_234,The Stars Align,SPELL,,,,,,,,,,,,,,,,,
,6,50997,,BOTA_235,Unbeakered Lightning,SPELL,,,,,,,,,,,,,,,,,
,1,51189,,BOTA_240,Back-up Plan,SPELL,,,,,,,,,,,,,,,,,
,2,51187,,BOTA_241,Contamination,SPELL,,,,,,,,,,,,,,,,,
,,51188,,BOTA_241e,Contaminated,ENCHANTMENT,,,,,,,,,,,,,,,,,
1,2,51186,2,BOTA_242,Steel Rattler,MINION,MODULAR,MECHANICAL,,,,,,,,,,,,,,,
,,51185,,BOTA_242e,Steel Rattler,ENCHANTMENT,MODULAR,,,,,,,,,,,,,,,,
,10,52703,,BOTA_244,Ray of Roasting,SPELL,,,,,,,,,,,,,,,,,
,1,51669,,BOTA_301,Cold Blooded,SPELL,,,,,,,,,,,,,,,,,
,2,51671,,BOTA_302,Frostbite,SPELL,,,,,,,,,,,,,,,,,
,3,51678,,BOTA_303,Battle Boar,SPELL,,,,,,,,,,,,,,,,,
,4,51681,,BOTA_304,Stand By Me,SPELL,,,,,,,,,,,,,,,,,
,5,51688,,BOTA_305,Frothing Fighters,SPELL,,,,,,,,,,,,,,,,,
,6,51689,,BOTA_306,Leeroy Returns,SPELL,,,,,,,,,,,,,,,,,
,7,51702,,BOTA_307,Cosmic Fire,SPELL,,,,,,,,,,,,,,,,,
,1,51752,,BOTA_309,Quick and Quiet,SPELL,,,,,,,,,,,,,,,,,
,2,51754,,BOTA_310,Dinosaur Domination,SPELL,,,,,,,,,,,,,,,,,
,3,51755,,BOTA_311,Hot Potato,SPELL,,,,,,,,,,,,,,,,,
,4,51756,,BOTA_312,A Dim Flame,SPELL,,,,,,,,,,,,,,,,,
,5,51810,,BOTA_313,Lethal Lepers,SPELL,,,,,,,,,,,,,,,,,
,8,51952,,BOTA_314,Full Draw,SPELL,,,,,,,,,,,,,,,,,
,9,51956,,BOTA_315,Plan B,SPELL,,,,,,,,,,,,,,,,,
,6,51960,,BOTA_316,The Wall,SPELL,,,,,,,,,,,,,,,,,
,7,52055,,BOTA_317,Four Horsemen,SPELL,,,,,,,,,,,,,,,,,
,1,52223,,BOTA_318,Light and Fire,SPELL,,,,,,,,,,,,,,,,,
,2,52224,,BOTA_319,Hostile Hoppers,SPELL,,,,,,,,,,,,,,,,,
,3,52225,,BOTA_320,A Corrupted Spirit,SPELL,,,,,,,,,,,,,,,,,
,4,52226,,BOTA_321,The Best Offense,SPELL,,,,,,,,,,,,,,,,,
,5,52227,,BOTA_322,Healing Hammers,SPELL,,,,,,,,,,,,,,,,,
,6,52228,,BOTA_323,Toasted Hydra,SPELL,,,,,,,,,,,,,,,,,
,7,52229,,BOTA_324,C'Thun! C'Thun! C'THUN!,SPELL,,,,,,,,,,,,,,,,,
,1,52256,,BOTA_327,Tossing Taters,SPELL,,,,,,,,,,,,,,,,,
,2,52257,,BOTA_328,Pride's Fall,SPELL,,,,,,,,,,,,,,,,,
,3,52258,,BOTA_329,Keepers of the Gate,SPELL,,,,,,,,,,,,,,,,,
,4,52259,,BOTA_330,A Shaman's Strength,SPELL,,,,,,,,,,,,,,,,,
,5,52260,,BOTA_331,Selective Stampede,SPELL,,,,,,,,,,,,,,,,,
,6,52261,,BOTA_332,Spell Addiction,SPELL,,,,,,,,,,,,,,,,,
,1,52518,,BOTA_333,Of Pirates and Patrons,SPELL,,,,,,,,,,,,,,,,,
,2,52519,,BOTA_334,Erratic Explosive,SPELL,,,,,,,,,,,,,,,,,
,3,52521,,BOTA_336,Never Go Full Northshire,SPELL,,,,,,,,,,,,,,,,,
,4,52522,,BOTA_337,Full Northshire,SPELL,,,,,,,,,,,,,,,,,
,1,52370,,BOTA_420,Quick Attack,SPELL,,,,,,,,,,,,,,,,,
,2,52371,,BOTA_421,Holy Extermination,SPELL,,,,,,,,,,,,,,,,,
,3,52372,,BOTA_422,Stomp the Snail,SPELL,,,,,,,,,,,,,,,,,
,4,52373,,BOTA_423,Sticky Scarecrows,SPELL,,,,,,,,,,,,,,,,,
,5,52374,,BOTA_424,The Power of Pigs,SPELL,,,,,,,,,,,,,,,,,
,6,52375,,BOTA_425,Position Perfection,SPELL,,,,,,,,,,,,,,,,,
,7,52376,,BOTA_426,Scorched Earth,SPELL,,,,,,,,,,,,,,,,,
,8,52377,,BOTA_427,Dragon Removal Service,SPELL,,,,,,,,,,,,,,,,,
,1,52379,,BOTA_429,Fighter's Finale,SPELL,,,,,,,,,,,,,,,,,
,2,52380,,BOTA_430,No More N'Zoth,SPELL,,,,,,,,,,,,,,,,,
,3,52381,,BOTA_431,Contamination!,SPELL,,,,,,,,,,,,,,,,,
,4,52382,,BOTA_432,A Stolen Shadow,SPELL,,,,,,,,,,,,,,,,,
,5,52384,,BOTA_433,Hurricane of Horrors,SPELL,,,,,,,,,,,,,,,,,
,6,52385,,BOTA_434,Curious Crustacean,SPELL,,,,,,,,,,,,,,,,,
,7,52386,,BOTA_435,Shocking Spells,SPELL,,,,,,,,,,,,,,,,,
,1,52388,,BOTA_437,Tiny Terrors,SPELL,,,,,,,,,,,,,,,,,
,2,52389,,BOTA_438,Defiling Demons,SPELL,,,,,,,,,,,,,,,,,
,3,52390,,BOTA_439,A Warrior's Weapons,SPELL,,,,,,,,,,,,,,,,,
,4,52391,,BOTA_440,Poultry Provoked,SPELL,,,,,,,,,,,,,,,,,
,5,52392,,BOTA_441,Bot Battle,SPELL,,,,,,,,,,,,,,,,,
,1,52395,,BOTA_444,Airborne Assault,SPELL,,,,,,,,,,,,,,,,,
,2,52396,,BOTA_445,Dog Days,SPELL,,,,,,,,,,,,,,,,,
,3,52397,,BOTA_446,Grumble's Rumble,SPELL,,,,,,,,,,,,,,,,,
,4,52398,,BOTA_447,Toxic Treants,SPELL,,,,,,,,,,,,,,,,,
,5,52399,,BOTA_448,A Dance with Death,SPELL,,,,,,,,,,,,,,,,,
,1,52535,,BOTA_450,A Storm of Souls,SPELL,,,,,,,,,,,,,,,,,
,2,52536,,BOTA_451,Plugging Away,SPELL,,,,,,,,,,,,,,,,,
,3,52537,,BOTA_452,Warlock's Apprentice,SPELL,,,,,,,,,,,,,,,,,
,4,52538,,BOTA_453,The Test,SPELL,,,,,,,,,,,,,,,,,
,1,49513,,BOTA_500,First Steps,SPELL,,,,,,,,,,,,,,,,,
,2,49518,,BOTA_501,Smoldering Shield,SPELL,,,,,,,,,,,,,,,,,
,3,49520,,BOTA_502,In a Flash,SPELL,,,,,,,,,,,,,,,,,
,4,49533,,BOTA_503,Adorable Sacrifice,SPELL,,,,,,,,,,,,,,,,,
,5,49522,,BOTA_504,Pursuit of Knowledge,SPELL,,,,,,,,,,,,,,,,,
,6,49526,,BOTA_505,Brazed Pork,SPELL,,,,,,,,,,,,,,,,,
,7,49517,,BOTA_506,Shields Up!,SPELL,,,,,,,,,,,,,,,,,
,8,49534,,BOTA_507,Three Odd Yetis,SPELL,,,,,,,,,,,,,,,,,
,1,50151,,BOTA_509,Loss and Gain,SPELL,,,,,,,,,,,,,,,,,
,2,50152,,BOTA_510,Explosive Assault,SPELL,,,,,,,,,,,,,,,,,
,3,50157,,BOTA_511,Dragonslayer,SPELL,,,,,,,,,,,,,,,,,
,4,50158,,BOTA_512,Nature's Wispers,SPELL,,,,,,,,,,,,,,,,,
,5,50168,,BOTA_513,Burning Volley,SPELL,,,,,,,,,,,,,,,,,
,6,50169,,BOTA_514,Divine Alignment,SPELL,,,,,,,,,,,,,,,,,
,7,50170,,BOTA_515,Aha!,SPELL,,,,,,,,,,,,,,,,,
,1,51079,,BOTA_516,Cruel Souls,SPELL,,,,,,,,,,,,,,,,,
,2,51080,,BOTA_517,Ride the Wave,SPELL,,,,,,,,,,,,,,,,,
,3,51081,,BOTA_518,Hello Darkness,SPELL,,,,,,,,,,,,,,,,,
,4,51082,,BOTA_519,The Ray of Roasting,SPELL,,,,,,,,,,,,,,,,,
,1,51115,,BOTA_520,The Ol' Switcheroo,SPELL,,,,,,,,,,,,,,,,,
,2,51116,,BOTA_521,It's in the Stars,SPELL,,,,,,,,,,,,,,,,,
,3,51117,,BOTA_522,Nether Side Up,SPELL,,,,,,,,,,,,,,,,,
,5,51119,,BOTA_524,A Quest for Three,SPELL,,,,,,,,,,,,,,,,,
,6,51120,,BOTA_525,Chilling Winds,SPELL,,,,,,,,,,,,,,,,,
,4,51121,,BOTA_526,Filthy Rodent,SPELL,,,,,,,,,,,,,,,,,
,1,52647,,BOTA_529,Noble Sacrifices,SPELL,,,,,,,,,,,,,,,,,
,2,52648,,BOTA_530,Shrinking Solutions,SPELL,,,,,,,,,,,,,,,,,
,3,52650,,BOTA_531,Perfect Patrons,SPELL,,,,,,,,,,,,,,,,,
,4,52651,,BOTA_532,Deathwing Dilemma,SPELL,,,,,,,,,,,,,,,,,
,5,52652,,BOTA_533,Infestation!,SPELL,,,,,,,,,,,,,,,,,
,0,49806,,BOTA_601,Phasing Portal,SPELL,,,,,,,,,,,,,,,,,
0,3,51133,4,BOTA_603,Soul Repressor,MINION,DEATHRATTLE,MECHANICAL,,,,,,,,,,,,,,,
,1,51058,,BOTA_611,Don't Panic,SPELL,,,,,,,,,,,,,,,,,
,2,51059,,BOTA_612,A Gentle Touch,SPELL,,,,,,,,,,,,,,,,,
,3,51060,,BOTA_613,Cleansing Corruption,SPELL,,,,,,,,,,,,,,,,,
,4,51061,,BOTA_614,A Dire Situation,SPELL,,,,,,,,,,,,,,,,,
